 0.0E+0
 0.0E+0 0.0E+0 0.0E+0 3.9019712E-10 0.10018695 3.7978452E-6
 0.0E+0 0.0E+0 1.0E-4 9.8349856E-11 0.031210527 6.568479E-7
 0.0E+0 0.0E+0 2.0E-4 1.9345983E-11 6.469054E-3 5.3905004E-8
 0.0E+0 0.0E+0 2.9999998E-4 3.5042023E-12 1.1951477E-3 4.4237795E-9
 0.0E+0 0.0E+0 4.0E-4 6.1336217E-13 2.109952E-4 3.6304256E-10
 0.0E+0 0.0E+0 4.9999996E-4 1.0571269E-13 3.650847E-5 2.9793525E-11
 0.0E+0 0.0E+0 5.9999997E-4 1.8074099E-14 6.2535914E-6 2.4450415E-12
 0.0E+0 0.0E+0 7.0E-4 2.9954288E-15 1.0373064E-6 1.9994499E-13
 0.0E+0 1.0E-4 0.0E+0 3.9019712E-10 0.12023954 4.156917E-6
 0.0E+0 1.0E-4 1.0E-4 9.8349856E-11 0.039408467 7.449886E-7
 0.0E+0 1.0E-4 2.0E-4 1.9345983E-11 8.255625E-3 6.113839E-8
 0.0E+0 1.0E-4 2.9999998E-4 3.5042023E-12 1.5310942E-3 5.0173953E-9
 0.0E+0 1.0E-4 4.0E-4 6.1336217E-13 2.7074827E-4 4.117583E-10
 0.0E+0 1.0E-4 4.9999996E-4 1.0571269E-13 4.688262E-5 3.3791441E-11
 0.0E+0 1.0E-4 5.9999997E-4 1.8074099E-14 8.033418E-6 2.7731356E-12
 0.0E+0 1.0E-4 7.0E-4 2.9954288E-15 1.3327507E-6 2.2674972E-13
 0.0E+0 2.0E-4 0.0E+0 3.9019712E-10 0.12364544 4.2179044E-6
 0.0E+0 2.0E-4 1.0E-4 9.8349856E-11 0.04080087 7.5995916E-7
 0.0E+0 2.0E-4 2.0E-4 1.9345983E-11 8.55907E-3 6.236696E-8
 0.0E+0 2.0E-4 2.9999998E-4 3.5042023E-12 1.5881539E-3 5.1182196E-9
 0.0E+0 2.0E-4 4.0E-4 6.1336217E-13 2.8089722E-4 4.200326E-10
 0.0E+0 2.0E-4 4.9999996E-4 1.0571269E-13 4.8644644E-5 3.4470482E-11
 0.0E+0 2.0E-4 5.9999997E-4 1.8074099E-14 8.335718E-6 2.8288614E-12
 0.0E+0 2.0E-4 7.0E-4 2.9954288E-15 1.3829313E-6 2.3130244E-13
 0.0E+0 2.9999998E-4 0.0E+0 3.9019712E-10 0.12420813 4.22798E-6
 0.0E+0 2.9999998E-4 1.0E-4 9.8349856E-11 0.041030917 7.624324E-7
 0.0E+0 2.9999998E-4 2.0E-4 1.9345983E-11 8.609205E-3 6.256994E-8
 0.0E+0 2.9999998E-4 2.9999998E-4 3.5042023E-12 1.5975811E-3 5.1348774E-9
 0.0E+0 2.9999998E-4 4.0E-4 6.1336217E-13 2.8257397E-4 4.213996E-10
 0.0E+0 2.9999998E-4 4.9999996E-4 1.0571269E-13 4.8935762E-5 3.4582663E-11
 0.0E+0 2.9999998E-4 5.9999997E-4 1.8074099E-14 8.385664E-6 2.838068E-12
 0.0E+0 2.9999998E-4 7.0E-4 2.9954288E-15 1.3912221E-6 2.320546E-13
 0.0E+0 4.0E-4 0.0E+0 3.9019712E-10 0.12420813 4.22798E-6
 0.0E+0 4.0E-4 1.0E-4 9.8349856E-11 0.041030913 7.624324E-7
 0.0E+0 4.0E-4 2.0E-4 1.9345983E-11 8.609203E-3 6.256994E-8
 0.0E+0 4.0E-4 2.9999998E-4 3.5042023E-12 1.5975808E-3 5.1348774E-9
 0.0E+0 4.0E-4 4.0E-4 6.1336217E-13 2.8257395E-4 4.213996E-10
 0.0E+0 4.0E-4 4.9999996E-4 1.0571269E-13 4.893576E-5 3.4582663E-11
 0.0E+0 4.0E-4 5.9999997E-4 1.8074099E-14 8.385663E-6 2.838068E-12
 0.0E+0 4.0E-4 7.0E-4 2.9954288E-15 1.391222E-6 2.3205458E-13
 0.0E+0 4.9999996E-4 0.0E+0 3.9019712E-10 0.12364544 4.2179044E-6
 0.0E+0 4.9999996E-4 1.0E-4 9.8349856E-11 0.04080087 7.5995916E-7
 0.0E+0 4.9999996E-4 2.0E-4 1.9345983E-11 8.55907E-3 6.236696E-8
 0.0E+0 4.9999996E-4 2.9999998E-4 3.5042023E-12 1.5881539E-3 5.1182196E-9
 0.0E+0 4.9999996E-4 4.0E-4 6.1336217E-13 2.8089722E-4 4.2003256E-10
 0.0E+0 4.9999996E-4 4.9999996E-4 1.0571269E-13 4.8644644E-5 3.4470482E-11
 0.0E+0 4.9999996E-4 5.9999997E-4 1.8074099E-14 8.335718E-6 2.8288614E-12
 0.0E+0 4.9999996E-4 7.0E-4 2.9954288E-15 1.3829313E-6 2.3130241E-13
 0.0E+0 5.9999997E-4 0.0E+0 3.9019712E-10 0.12023955 4.156917E-6
 0.0E+0 5.9999997E-4 1.0E-4 9.8349856E-11 0.03940847 7.449886E-7
 0.0E+0 5.9999997E-4 2.0E-4 1.9345983E-11 8.255625E-3 6.113839E-8
 0.0E+0 5.9999997E-4 2.9999998E-4 3.5042023E-12 1.5310942E-3 5.0173953E-9
 0.0E+0 5.9999997E-4 4.0E-4 6.1336217E-13 2.7074827E-4 4.117583E-10
 0.0E+0 5.9999997E-4 4.9999996E-4 1.0571269E-13 4.688262E-5 3.3791441E-11
 0.0E+0 5.9999997E-4 5.9999997E-4 1.8074099E-14 8.033418E-6 2.7731356E-12
 0.0E+0 5.9999997E-4 7.0E-4 2.9954288E-15 1.3327507E-6 2.2674972E-13
 0.0E+0 7.0E-4 0.0E+0 3.9019712E-10 0.10018695 3.797845E-6
 0.0E+0 7.0E-4 1.0E-4 9.8349856E-11 0.031210527 6.568479E-7
 0.0E+0 7.0E-4 2.0E-4 1.9345983E-11 6.469054E-3 5.3905004E-8
 0.0E+0 7.0E-4 2.9999998E-4 3.5042023E-12 1.1951477E-3 4.423779E-9
 0.0E+0 7.0E-4 4.0E-4 6.1336217E-13 2.109952E-4 3.6304256E-10
 0.0E+0 7.0E-4 4.9999996E-4 1.0571269E-13 3.650847E-5 2.9793525E-11
 0.0E+0 7.0E-4 5.9999997E-4 1.8074099E-14 6.2535914E-6 2.4450415E-12
 0.0E+0 7.0E-4 7.0E-4 2.9954288E-15 1.0373064E-6 1.9994499E-13
 1.0E-4 0.0E+0 0.0E+0 4.5652348E-10 0.12023744 4.4431653E-6
 1.0E-4 0.0E+0 1.0E-4 1.1506753E-10 0.03940794 7.684799E-7
 1.0E-4 0.0E+0 2.0E-4 2.2634445E-11 8.255521E-3 6.3066224E-8
 1.0E-4 0.0E+0 2.9999998E-4 4.099852E-12 1.5310754E-3 5.1756057E-9
 1.0E-4 0.0E+0 4.0E-4 7.176225E-13 2.7074501E-4 4.247421E-10
 1.0E-4 0.0E+0 4.9999996E-4 1.2368192E-13 4.6882054E-5 3.485697E-11
 1.0E-4 0.0E+0 5.9999997E-4 2.1146366E-14 8.033323E-6 2.860579E-12
 1.0E-4 0.0E+0 7.0E-4 3.5045971E-15 1.3327349E-6 2.339259E-13
 1.0E-4 1.0E-4 0.0E+0 4.5652348E-10 0.14600718 4.863231E-6
 1.0E-4 1.0E-4 1.0E-4 1.1506753E-10 0.04994347 8.715995E-7
 1.0E-4 1.0E-4 2.0E-4 2.2634445E-11 0.01055153 7.1528866E-8
 1.0E-4 1.0E-4 2.9999998E-4 4.099852E-12 1.9628172E-3 5.8701026E-9
 1.0E-4 1.0E-4 4.0E-4 7.176225E-13 3.4753678E-4 4.8173676E-10
 1.0E-4 1.0E-4 4.9999996E-4 1.2368192E-13 6.0214413E-5 3.9534313E-11
 1.0E-4 1.0E-4 5.9999997E-4 2.1146366E-14 1.0320672E-5 3.2444303E-12
 1.0E-4 1.0E-4 7.0E-4 3.5045971E-15 1.712426E-6 2.652859E-13
 1.0E-4 2.0E-4 0.0E+0 4.5652348E-10 0.15038413 4.9345785E-6
 1.0E-4 2.0E-4 1.0E-4 1.1506753E-10 0.051732905 8.8911423E-7
 1.0E-4 2.0E-4 2.0E-4 2.2634445E-11 0.010941503 7.296623E-8
 1.0E-4 2.0E-4 2.9999998E-4 4.099852E-12 2.0361477E-3 5.9880616E-9
 1.0E-4 2.0E-4 4.0E-4 7.176225E-13 3.605797E-4 4.914172E-10
 1.0E-4 2.0E-4 4.9999996E-4 1.2368192E-13 6.247889E-5 4.0328747E-11
 1.0E-4 2.0E-4 5.9999997E-4 2.1146366E-14 1.0709174E-5 3.3096266E-12
 1.0E-4 2.0E-4 7.0E-4 3.5045971E-15 1.7769155E-6 2.706123E-13
 1.0E-4 2.9999998E-4 0.0E+0 4.5652348E-10 0.15110725 4.946366E-6
 1.0E-4 2.9999998E-4 1.0E-4 1.1506753E-10 0.05202854 8.920078E-7
 1.0E-4 2.9999998E-4 2.0E-4 2.2634445E-11 0.0110059315 7.3203693E-8
